state_name,district_name,market_center_name,Variety,group_name,Arrival,MIN,MAX,MODAL,date_arrival
Maharashtra,Nashik,Lasalgaon,Red,Vegetables,765,890,2300,1900,12-15-2022
Maharashtra,Nashik,Lasalgaon,Other,Vegetables,765,400,1500,1101,12-15-2022
Maharashtra,Nashik,Lasalgaon,Red,Vegetables,1087,800,2191,1725,12-16-2022
Maharashtra,Nashik,Lasalgaon,Other,Vegetables,1087,400,1268,951,12-16-2022
Maharashtra,Nashik,Lasalgaon,Red,Vegetables,607,800,2051,1651,12-17-2022
Maharashtra,Nashik,Lasalgaon,Other,Vegetables,607,600,1260,950,12-17-2022
Maharashtra,Nashik,Lasalgaon,Red,Vegetables,1172,1000,2141,1851,12-19-2022
Maharashtra,Nashik,Lasalgaon,Other,Vegetables,1172,500,1491,1301,12-19-2022
Maharashtra,Nashik,Lasalgaon,Red,Vegetables,1313,900,2111,1800,12-20-2022
Maharashtra,Nashik,Lasalgaon,Other,Vegetables,1313,400,1578,1451,12-20-2022
Maharashtra,Nashik,Lasalgaon,Red,Vegetables,1233,920,2135,1825,12-21-2022
Maharashtra,Nashik,Lasalgaon,Other,Vegetables,1233,400,1530,1370,12-21-2022
Maharashtra,Nashik,Lasalgaon,Red,Vegetables,900,1000,2060,1750,12-22-2022
Maharashtra,Nashik,Lasalgaon,Other,Vegetables,900,700,1900,1400,12-22-2022
Maharashtra,Nashik,Lasalgaon,Red,Vegetables,720,800,2151,1850,12-23-2022
Maharashtra,Nashik,Lasalgaon,Other,Vegetables,720,700,1815,1400,12-23-2022
Maharashtra,Nashik,Lasalgaon,Red,Vegetables,859,1100,2151,1850,12-24-2022
Maharashtra,Nashik,Lasalgaon,Other,Vegetables,859,618,1671,1400,12-24-2022
Maharashtra,Nashik,Lasalgaon,Red,Vegetables,1100,1300,2169,1850,12-26-2022
Maharashtra,Nashik,Lasalgaon,Other,Vegetables,1100,900,1640,1400,12-26-2022
Maharashtra,Nashik,Lasalgaon,Red,Vegetables,2054,700,2025,1651,12-28-2022
Maharashtra,Nashik,Lasalgaon,Other,Vegetables,2054,700,1561,1301,12-28-2022
Maharashtra,Nashik,Lasalgaon,Red,Vegetables,1963,700,1900,1601,12-29-2022
Maharashtra,Nashik,Lasalgaon,Other,Vegetables,1963,500,1540,1221,12-29-2022
Maharashtra,Nashik,Lasalgaon,Red,Vegetables,38,700,1715,1500,12-30-2022
Maharashtra,Nashik,Lasalgaon,Other,Vegetables,38,555,1301,1001,12-30-2022
Maharashtra,Nashik,Lasalgaon,Red,Vegetables,1150,700,1808,1425,12-31-2022
Maharashtra,Nashik,Lasalgaon,Other,Vegetables,1150,600,1360,1100,12-31-2022
